Index;Rocnik;Proza/Basen;Obsah
104;2;P;"Bola raz jedna malá dievčinka a tá si strašne priala mať za kamaráta škriatka. Veselého, bystrého škriatka, s ktorým by mohla robiť rôzne smiešnosti a vymýšľať huncútstva a niečo skúmať a podobne.. Tá malá dievčinka na škriatka stále usilovne myslela. Myslela naňho, keď zaspávala, myslela naňho, keď vstávala. A pretože chcela byť maliarkou, každú chvíľu si ho kreslila. Keď mu raz primaľovala čiapku, vymyslela si, že bude mať pod ňou skryté všetko, čo každý šikovný škriatok potrebuje, čo sa mu môže zísť a ešte aj nejaké zázraky navyše. Vyfarbila čiapočku fialovou pastelkou a spokojne sa na ňu zadívala. Zvonku vyzerala ako normálna malá škriatkovská čiapočka, ale zvnútra bola taká obrovská, že by ste v nej zablúdili ako v pralese! No a keď už má niekto čiapku, mal by mať aj meno. „Budeš Šalvia!"" rozhodla dievčinka. Prečo Šalvia? No preto, lebo škriatok dievčinke veľmi chýbal. Ako keď ste chorí a chýba vám zdravie. A tak si predstavovala, že škriatka má a že ju uzdravuje ako t liečivý šalviový čaj od babky. Okrem toho mal tú fialovú čiapočku. No a tiež sú jej to voňavé meno páčilo viac ako Horác alebo Ruprecht. Večer si prezerala Šalviov obrázok. Cítila, že od chvíle, keď ho pomenovala, má škriatka plnú hlavu a stále akoby ho v tej hlave pribúdalo. A zrazu, práve vo chvíli, keď začala zaspávať, ozvalo sa slabé „PINK!"" a malilinký škriatok jej vyliezol cez uško von. Bol ešte trošičku pokrčený. Začal sa preťahovať a pritom sa ozval jemný práskavý a prskavý zvuk, ako keď vám pri snímaní čiapky z hlavy elektrizujú vlasy. Škriatok sa začal zväčšovať ako motýlie krídlo, ktoré Sa na vzduchu narovnáva, až bol nakoniec už dosť veľký A presne taký, akého si dievčinka vysnívala. Spod fialovej čiapočky, ktorá trošku pripomínala šalviový kvet, na ňu pozeral ten najšalviovatejší Salvia, akého si len mohla želať. Spomedzi rozstrapatených vlasov mu spod čiapočky vykúkalo poriadne škriatkovské ucho. Bol tu a zdalo sa, že je slastný, Ani sa nemuseli zoznamovať, veď' sa predsa poznali už poriadne dlho Bolo to úplne super, že mohla byť so škriatkom skoro vždy, pretože ho nikto iný nevidel. Ale škriatok nebol s dievčinkou úplne stále, ale len skoro stále! Dievčinka nevedela, kam sa občas stráca, a niekedy bol preč aj niekoľko dní. A tak si ho raz večer posadila na kolená a pekne, trochu prísne hovorí: „Kamže sa mi to strácaš? Zasa si bol dlho preč a mne sa o tebe stále snívalo. Predstav si, že by si sa mi vysníval znovu. To by ste potom boli dvaja"" Na chvíľku sa zamyslela, že by to vlastne mohla byť nádhera, keby tých škriatkov mala dvoch."
105;2;P;"„Deti, zajtra si do školy doneste svoju obľúbenú knižku. Vašou úlohou bude rozpovedať svojim spolužiakom príbeh, ktorý sa v knižke ukrýva. Dúfam, že sa už všetci tešíte!"" Pani učiteľka na druhákov veselo mávala jednou z rozprávok, ktoré krášlili triednu knižnicu. Bol koniec vyučovania a niektorí školáci sa aj potešili, že nemusia doma písať žiadne iné domáce úlohy. „Také ľahké! To ráno len schmatnem knižku a hotovo!"" rapotal hneď Teo. Teo zbožňoval knihy. Tvrdil, že mu zlepšujú fantáziu, a dokonca aj to, že sa vďaka nim vie vcítiť do pocitov iných ľudí. Tobi, jeho brat-dvojča, si trošku povzdychol. Na rozdiel od Tea mu čítanie išlo trošku horšie a jedna jeho spolužiačka si preto z neho stále uťahovala. Ktorú knihu má do školy vziať? Zvládne povedať dej, príbeh, ktorý deti naozaj zaujme? Nastalo ráno a s ním zhon. Deti sa potrebovali čo najskôr nachystať do školy. „Knihu máš?"" kontroloval brata Teo a Tobi sa ešte na poslednú chvíľu vrátil do knižnice, ktorá vypĺňala celú stenu ich obývacej izby. Ledabolo hodil do aktovky knižku, ktorú nedávno s mamkou listoval. Mysľou bol úplne inde. Mamina ho učila, že si má svoju hlavu vždy predstaviť ako snežnú guľu. Keď v nej má chaos, má sa len párkrát sústredene nadýchnuť a všetko sa samo pomaly „usadí"". Skúsil to cestou do školy v aute. A vtom... „Teo, ja som... ja som.."" pokúsil sa rýchlo povedať niečo dôležité bratovi, keď sa náhlili do triedy. Ja som omylom zobral KUCHÁRSKU KNIHU! Čo si len teraz počnem?"" vyjachtal Tobi so smútkom v hlase. Teo si povzdychol. „Možno ta pani učiteľka nevyvolá."" Stal sa však pravý opak. Pani učiteľka veselým hlasom nadšenej čitateľky vyzvala. Deti sa nevedeli prestať smiať. Rovnako aj pani učiteľka, ktorá Tea úprimne pochválila. ,Vidím, Teo, že ty vieš nájsť príbeh veru v každej knihe! Máš užasnú predstavivosť!"" zatlieskala mu. A čo na to Tobi? Ani veľmi nič. Začítal sa do knihy, ktorá mu náhodou pristála v rukách. Možno konečne naďabil na knihu, ktorá ho skutočne upútala. Pani učiteľka veru mala pravdu: čaro príbehov možno nájsť v každej knižke."
106;2;B;Som kuchár Vendel Knedľa. Naučím vás variť svoje jedlá. Sám ich jem a nemám prečo banovať. Mám brucho, na ktorom sa dá stanovať.
107;2;B;V izbe plnej krásnych kníh, veľkých, malých, farebných, starý stolík potme drieme as ním knižky odložené. O každej vie toho veľa, aký názov ktorá chcela. Prvá, druhá, dvadsiata.. Kto ich toľké poráta? Kde sa vzali, ako Vznikli? Prezraď, stolík neobvyklý. Šepne slabo, ospalo: - Všetko dávno nastalo. Písací stroj náhle oži prvú báseň sám si zložil. S chuťou skladal ďalšie dielka, až narástla kopa veľká. Verše, piesne, hádanky Zmestili sa na stránky. Prešli dlhé noci, dni, Zostal hárok posledný. Koľké minul, netušil. Pocit šťastia na duši odmenou bol preveľkou nad tou štedrou nádielkou.
108;2;P;"Spisovateľ, to je vlastne taký čarodejník. Čaruje so slovami a s príbehmi a vždy musí mať otvorené oči a srdce, aby mu neunikol ani jeden nápad. Pretože keď ubzikne kamsi za dom alebo za strom, je po rozprávke. „Moja fantázia sa zasekla,"" vzdychla si spisovateľka Erika. Počítač mala otvorený, prsty položila na klávesnicu, ale príbeh nie a nie prísť. „Kam si sa zatúlal?"" volala ho k sebe, ale márne. Čo robiť v takých chvíľach? Nuž sa Erika obliekla a vyrazila na prechádzku. Kiež by existoval gombík, ktorý by mohla zapnúc, a hneď by sa jej v hlave rozsvietil nápad, ako keď doma zapneme žiarovku. Nič také sa však nestalo. Zato Erika na prechádzke zbadala zatúlané mačiatko. Učupené v kríku vystrašene mňaučalo a upínalo na ňu svoje veľké očká. „Kde sa stratila tvoja mamička?"" spýtala sa ho spisovateľka, aj keď' vedela, že mačiatka rozprávať nevedia. Mamu mačku hľadali pod schodiskom, nahliadli do pootvorenej pivnice aj do útrob starého smreka. AŽ tu zrazu započula Erika zúfalý mačací škrekot. Sklonila sa a pri smetných košoch zbadala strakatú mačku. Mama sa s mačiatkom zvítala, oblízala mu kožuch a už sa aj spolu pobrali k susedovi do dvora, kde mali svoj príbytok. A Erika? Tá sa vrátila domova úsmevom na tvári začala písať novú rozprávkovú knihu. Písala ju celé dni, a keď bola hotová, poslala ju do vydavateľstva. „Ešte doplníme obrázky - krásne ilustrácie a rozprávka bude na svete,"" prehovoril vážnym hlasom vydavateľ. A o niekoľko týždňov už deti na celom Slovensku držali v ruke novú knižku. Dostala názov O stratenom mačiatku."
109;2;P;"Slniečko už bolo vysoko na oblohe a deň bol V plnom prúde. Naši kamaráti Tuki a Zako stáli pred obrovskou budovou školy. Vo vnútri prebiehalo vyučovanie a kohútik s papagájom sa rozhodovali, čo urobia. Musíme ísť dnu a nájsť deti, ktoré pomohli Psíkovi,"" povedal Tuki, hoci si sám nebol istý, ako to urobiť. Nemohli predsa vpochodovať do školy akoby nič a rozprávať s as ľuďmi. V škole určite budú aj nejaké zvieratká, bol presvedčený Zako. Stačí vojsť a nájsť ich."" Ešte chvíľu stáli pred budovou a váhali. Tak poďme,"" rozhodol Tuki odvážne. Spoločne vošli do vestibulu školy. Pomaly kráčali cez dlhočiznú chodbu a nevedeli, kam ďalej V tom zazvonilo na prestávku. Všetky dvere na chodbe sa začali otvárať a vybiehali z nich deti. Tuki a Zako rýchlo zliezli za poodchýlené dvere do prázdnej miestnosti. „Uf, to bolo len o chlp,"" vydýchol si Zako. Kto ste? A čo tu robíte? Veď toto je škola!"" Obzerali sa dokola, odkiaľ vychádza hlas. Stáli uprostred malej miestnosti -na stenách viseli obrázky rôznych rastlín a zvierat, na okne v črepníku rástli kvetiny a na policiach boli poukladané kamene. Kde to Sme? opýtal sa Tuki Žaka. A kto to na nás hovorí? Ja som tu v teráriu,"" Ozvalo sa zo stola. Až teraz kohútik zbadal v sklenenej nádobe Slimáka. Podišli k nemu a pozdravili ho. Čo tam robíš? opýtal sa Zako. Bývam tu,"" odpovedal jednoducho Slimák, hoci mal svoju ulitu, takže prakticky býval kdekoľvek. „Toto je prírodovedný kabinet. Sú tu pomôcky na učenie prírodovedy pre deti v škole."" A prečo si tu ty?"" stále nechápal Tuki. Aj ty si pomôcka?"" podpichol Slimáka. Dá sa to tak povedať. Deti sa učia o rôznych zvieratkách a pozorujú aj mňa, povedal Slimák a nevyzeral, že je na to hrdý, „Deti sa v škole učia o zvieratkách?"" prekvapene sa opýtal kohútik. Jasné, učia sa o všeličom možnom. Najskôr sa učia čítať a písať, počítať, ale aj o prírode a našej krajine. V škole je veľa zaujímavých predmetov,"" vysvetlil im Slimák. „Ako dlho si tu?"" chcel vedieť Zako. „Žijem tu už dva roky a som rád, že som tu. Býva tu zábava."" Slimákovo terárium bolo vystlané zeminou a mal tam poukladané rôzne zelené listy. „Deti sa o mňa dobre starajú. , Tuki a Zako len pozerali v nemom úžase. „Ale prečo ste tu vy dvaja?"" „Och, áno, spamätal sa Tuki zo zamyslenia, „hľadám svojho kamaráta Psíka. Vraj ho deti našli v parku a bol zranený. Nevieš o ňom niečo?"" „Áno, deti spomínali, že sa starajú o nejakého psíka,"" rozpamätal sa Slimák."
110;2;B;"Slimákovi sa raz zdalo, že mat jeden dom -je málo. Postavím si ešte druhý, podľa vzoru krásnej dúhy!"" Opustil svoj domček starý, predstavil si nové tvary: dom podobný mrakodrapom, maľovaný na strakato. Rojčil o ňom celé leto a nespravil NIČ. Tak preto chcel sa vrátiť ku starému. Nezablúdi cestou k nemu?"
111;2;P;"Cestovateľom sa do cesty postavil čudný chlap. Mal turistické baganče, kockované sako, vojenskú čiapku, na chrbte aktovku a v ruke prút. „Vítam vás v Ničivej rozprávke,"" pozdravil ich. „Som Nič."" „Ako prosím?"" „Nič. To je moje meno. Ináč som tu všetkým: jediným obyvateľom Ničovej rozprávky, hraničnou službou, turistickým sprievodom, učiteľom, žiakom, pastierom... proste všetkým."" „Tak nás, prosím, preveďte cez vašu rozprávku,"" požiadal ho Pipapendi Goroš. Prepáčte, ale nemôžem. Mám službu na hraniciach."" Tak nám ukážte hranice, rád by som si ich zakreslil do mapy. Dosiaľ som o Ničovej rozprávke nemal potuchy."" To, prosím, nemôžem, lebo ja tu pasiem vietor."" Tak nám aspoň povedzte, s ktorými rozprávkami susedí Ničová rozprávka. „Prepáčte, ale neviem. Nikdy som sa nevzdialil z týchto miest. Musím tu predsa podávať informácie."" A prečo vaša rozprávka nemá hraničnú tabuľku?"" spýtala sa Žofka. Preto, prosím, lebo som sa ešte nenaučil písať. Som žiak."" Veď ste povedali, že ste aj učiteľ."" „ÁNO, ale nemám koho učiť. „A čo keby ste učili sám seba? Vidíte, to by som mohol. Ale kto by potom pásol vietor a podával informácie, no? Keď je človek všetkým.. ... je vlastne ničím,"" dopovedal Pipapendi Goroš. Áno, prosím, Nič. Tak sa volám."" „Nemohli by sme vám dajako pomôcť? ponúkla sa Žofka. „Ďakujem, ale ja nič nepotrebujem. Ako vidíte, stačím na všetko."" A keby sme vám spravili hraničnú tabuľku? Tak to by som bol rád."" Pipapendi Goroš a 2ofka sa poobzerali okolo seba, ale v Ničovej rozprávke nebolo kúska dreva ani ničivého nič, na čo by sa dalo napísať meno. „Vlastne správne,"" povedal napokon Pipapendi Goroš. ,V Ničovej rozprávke nemôže byt nič. „Presne tak,"" prikývol Nič. To je naša osobitosti."" „No, majte sa dobre, pán Všetko! pozdravila ho Žofka. „Nič, prosím, Nič. Aj vy sa majte dobre,"" zakýval im na rozlúčku pán Nič. Cestovatelia uháňali po Ničovej rozprávke. Nič tam nevideli, nič nepočuli a nič nezažili. Ohromne zaujímavá rozprávka!"
112;2;P;"Bola jedna babka a tá mala capka. Figu borovú! Nijakého capka nemala. Zato mala dom, či skôr iba domček - a mala aj kopček. Na kopčeku stál jej dom. Bolo to tak - a nie naopak! Nemohol byť kopček na domčeku, už aj preto, lebo na kopčeku bola záhrada. Patrila k domčeku - a všetko, čo patrilo k domčeku, patrilo babke, čo nemala capka. Keby bol kopček na domčeku, chodili by do záhrady na strechu, kam chodia len vrabce. Ako je známe, vrabce navštevujú všetky strechy na svete a na všetkých strechách sa len bijú a hádajú až do vrabčej krvi. Potom odletia do záhrad. Tak to bolo aj s babkinou strechou a babkinou záhradou. Na jednom konci strechy, vlastne záhrady, boli pri plote orgovánové kríky a na druhej strane, pri tom istom plote, boli šípové ruže. V jedných aj druhých kríkoch žili vrabčie rodiny, ktoré sa ustavične hádali a bili na babkinej streche. Nikdy sa nepomýlili a nikdy nezbili nikoho zo svojej rodiny, lebo tie, čo voňali od orgovánu, bili iba tie, čo voňali od šípových ruží. A naopak. Pri takýchto bitkách strecha na babkinom domčeku pekne voňala: chvíľu orgovánom, chvíľu zase ružami. Babka stála na priedomí a zbierala pierka. No nielen vrabce majú rodiny; mala ju aj babka. Mala syna Ignáca, ktorý bol poštárom v neďalekom mestečku, hájnikom v neďalekom lese a rybárom v neďalekom potoku. Mala aj nevestu Katarínku, najrýchlejšiu cyklistku v šírom okolí, ktorá V neďalekom mestečku predávala noviny, známky a farebné pohľadnice. s obrázkami domčeka a neďalekého lesa pri neďalekom potoku. Na tých. pohľadniciach bol aj Ignác, ale nebolo ho vidieť, lebo vždy sa schoval: raz za strom a druhý raz pod vodu, takže ho nik nenašiel. Okrem toho mala aj vnučku Lojzku, druhú najrýchlejšiu cyklistku v širokom okolí, lebo mamka Katarína ju na svojom bicykli vozievala do školy; sedávala na nosiči za mamkiným chrbtom, pekne v závetrí - a tak sa všade priviezla až druhá, až po mamke Kataríne. Aby som nezabudol: títo všetci mali ešte niekoho. Babka mala vnuka Ferička, tatko Ignác a mamička Katarína mali syna Františka a ich dcéra Lojzka mala päťročného brata Fera, ale niekedy aj Feriska, podľa toho, či ju poslúchal alebo neposlúchal: keď' poslúchal, bol len Fero, keď neho niečo chcela, bol aj Ferko, ale keď ju zlostil, bol vždy Ferisko. A ešte niečo! Z času na čas sa aj vrabce mali na čo pozerať. Ako v každej rodine, aj v babkinej sa všeličo zomlelo, či už v domčeku, na dvore, alebo v jej záhrade. Vrabce s voňavými pierkami sa prestali biť a hádať- a rýchlo sa usadili na streche. Mali tam vrabčie kino: každému sa ušla jedna stolička, lepšie povedané škridička. Naťahovali krky, natŕčali uši a nechceli veriť vlastným očiam, čo sa to okolo deje. Skúsime to s nimi? Skúsme!"
113;2;P;"„Ahoj, Miško, čo máš nové?"" poťapkáva ma dedulo po pleci. Hádžem tašku v predsieni pod stoličku a idem s ním do jeho izby, ktorá vonia ako hašlerky. Ahoj, dedulo! Chcem sa ta spýtať na dve veci. Najprv na divé kone, o ktorých sme nedávno hovorili. Čiu nás na Slovensku predsa len neexistujú."" „Miško, ja budem mať o dva roky stovku, ale pamäť mám dobrú. Veď' som ti minule povedal, že u nás nemáme žiadne divé kone. Tuším ešte v Nemecku zostali ako jediné v celej Európe."" A odkiaľ to ty tak dobre vieš?* „Keď' si v škole, surfujem na tvojom počítači."" No, dedulo!"" čo sa puchríš, nemáš ho zaheslovaný. A okrem toho nemusíš kričať, dnes mám v uchu strojček, počujem ako netopier, smeje sa dedulo, ktorý ma vždy niečím ohúri. Usádzam sa v jeho mäkučkej fotelke a on si sadá do kresla dedka Dalibora. Ten je ešte v práci. Rád sedávam v dedulovej fotelke, lebo vyzerá ako teplé hniezdo. „Dedulo? Robíme v škole projekt. Mám sa ta spýtať, aké si mal hračky, keď si bol malý."" „Vravíš hračky."" zamysli sa dedulo. „Vieš, keď neboli mobily a počítače, tak čo ste vlastne robili? Jaj, synak, kdeže mobily a počítače! Keď som mal toľko rokov ako ty, nebola ani televízia a rádio tiež nemal každý."" Ty si sa musel veľmi nudiť!"" Mýliš sa! Ako veľmi sa mýliš! Tak po prvé: Bol som najlepší futbalový brankár! V lete sme sa chodili kúpať na pláž Lido. A celá partia sne v sobotu popoludní chodili do kina."" Ty si sa nehral nikdy sám?"" Stále som bol medzi kamarátmi. A doma sme si s otcom dávali hádanky a robili pohyblivé obrázky. „Pohyblivé obrázky? To ako?"" Dedulo vstal, priniesol si ceruzku a malý hrubý zošit, do ktorého nakreslil akúsi postavičku tanečníka. Potom prevrátil list a nakreslil znova postavičku, ale trošku ináč. Zdvihol jej ruku. Potom novú postavičku. A ďalšiu  a ďalšiu. Tých obrázkov nakreslil aspoň dvadsať. Bál som sa, že dedulo na mňa zabudol, ale on zrazu odložil ceruzku, strčil mi zošit až pod nos a povedal: A teraz púšťaj listy jeden za druhým a pozeraj sa, čo ten človiečik stvára."" „Fiha, to je paráda! Veď on tancuje, dvíha si klobúk, žmurká a dupká!"" „Vieš, koľko takýchto zošitov sme mali?"" smeje sa dedulo a ja som ho už dávno nevidel takého veselého. A mal si aj hračky? Vojakov, stavebnicu, autíčka a tak...* „Jasné. Ale nič z toho sa už nezachovalo. Počkaj, predsa len..."" a dedulo pomalým opatrným krokom prinesie zo zásuvky dvoch drevených vojačikov. „Iba toto mi zostalo."" Keď som v škole ukazoval vlastnoručne vyrobené pohyblivé obrázky, nečakal som taký úspech. Zrazu chcel každý robiť tancujúce postavičky. Viktor dokonca nakreslil utekajúce stádo slonov. Pani učiteľka mi dala jednotku a jednu poslala dedulovi Vincentovi."
